Inclination_ref,Orientation_ref,M7,M8
-0.08594068894615067,0.015153662201880094,-0.048751827360247864,-0.13964018987256838
-0.08594068894615067,0.015153662201880094,-0.048352353193087526,-0.1396881267726276
-0.08594068894615067,0.015153662201880094,-0.048192563526223385,-0.1395762740058227
-0.08594068894615067,0.015153662201880094,-0.04878378529362069,-0.1395602950391363
-0.08594068894615067,0.015153662201880094,-0.04865595356012938,-0.13962421090588195
-0.08594068894615067,0.015153662201880094,-0.04846420595989242,-0.13962421090588195
-0.08594068894615067,0.015153662201880094,-0.0482085424929098,-0.13965616883925477
-0.08594068894615067,0.015153662201880094,-0.048304416293028285,-0.13970410573931402
-0.08594068894615067,0.015153662201880094,-0.04828843732634187,-0.1395762740058227
-0.08594068894615067,0.015153662201880094,-0.04868791149350221,-0.13975204263937327
-0.08594068894615067,0.015153662201880094,-0.048751827360247864,-0.13959225297250913
-0.08594068894615067,0.015153662201880094,-0.04838431112646035,-0.13973606367268684
-0.08594068894615067,0.015153662201880094,-0.0482085424929098,-0.1396721478059412
-0.08594068894615067,0.015153662201880094,-0.048192563526223385,-0.13965616883925477
-0.08594068894615067,0.015153662201880094,-0.048224521459596215,-0.13962421090588195
-0.08594068894615067,0.015153662201880094,-0.048815743226993516,-0.1395762740058227
-0.08594068894615067,0.015153662201880094,-0.04878378529362069,-0.13951235813907706
-0.08594068894615067,0.015153662201880094,-0.04851214285995166,-0.13970410573931402
-0.08594068894615067,0.015153662201880094,-0.04816060559285056,-0.13964018987256838
-0.08594068894615067,0.015153662201880094,-0.04816060559285056,-0.13964018987256838
-0.08594068894615067,0.015153662201880094,-0.04849616389326525,-0.13960823193919553
-0.08594068894615067,0.015153662201880094,-0.048751827360247864,-0.13962421090588195
-0.08594068894615067,0.015153662201880094,-0.048799764260307105,-0.13965616883925477
-0.08594068894615067,0.015153662201880094,-0.048751827360247864,-0.13975204263937327
-0.08594068894615067,0.015153662201880094,-0.048799764260307105,-0.1396721478059412
-0.08594068894615067,0.015153662201880094,-0.048719869426875034,-0.13975204263937327
-0.08594068894615067,0.015153662201880094,-0.04833637422640111,-0.13960823193919553
-0.08594068894615067,0.015153662201880094,-0.048352353193087526,-0.13972008470600042
-0.08594068894615067,0.015153662201880094,-0.048176584559536974,-0.13954431607244988
-0.08594068894615067,0.015153662201880094,-0.04848018492657883,-0.13973606367268684
-0.08594068894615067,0.015153662201880094,-0.04867193252681579,-0.13964018987256838
-0.08594068894615067,0.015153662201880094,-0.04865595356012938,-0.13964018987256838
-0.08594068894615067,0.015153662201880094,-0.04848018492657883,-0.13962421090588195
-0.08594068894615067,0.015153662201880094,-0.0482085424929098,-0.1395762740058227
-0.08594068894615067,0.015153662201880094,-0.0482085424929098,-0.1396721478059412
-0.08594068894615067,0.015153662201880094,-0.04852812182663807,-0.1395762740058227
-0.08594068894615067,0.015153662201880094,-0.04870389046018862,-0.13960823193919553
-0.08594068894615067,0.015153662201880094,-0.04878378529362069,-0.1395762740058227
-0.08594068894615067,0.015153662201880094,-0.048719869426875034,-0.13960823193919553
-0.08594068894615067,0.015153662201880094,-0.04873584839356145,-0.13959225297250913
-0.08594068894615067,0.015153662201880094,-0.04848018492657883,-0.13960823193919553
-0.08594068894615067,0.015153662201880094,-0.04878378529362069,-0.13965616883925477
-0.08594068894615067,0.015153662201880094,-0.048815743226993516,-0.13973606367268684
-0.08594068894615067,0.015153662201880094,-0.04870389046018862,-0.13970410573931402
-0.08594068894615067,0.015153662201880094,-0.04852812182663807,-0.13964018987256838
-0.08594068894615067,0.015153662201880094,-0.04833637422640111,-0.1395762740058227
-0.08594068894615067,0.015153662201880094,-0.04816060559285056,-0.13965616883925477
-0.08594068894615067,0.015153662201880094,-0.04867193252681579,-0.13964018987256838
-0.08594068894615067,0.015153662201880094,-0.048847701160366346,-0.13965616883925477
-0.08594068894615067,0.015153662201880094,-0.04878378529362069,-0.1396721478059412
-0.08594068894615067,0.015153662201880094,-0.048831722193679934,-0.13965616883925477
-0.08594068894615067,0.015153662201880094,-0.048815743226993516,-0.13954431607244988
-0.08594068894615067,0.015153662201880094,-0.048719869426875034,-0.13973606367268684
-0.08594068894615067,0.015153662201880094,-0.04851214285995166,-0.13962421090588195
-0.08594068894615067,0.015153662201880094,-0.048192563526223385,-0.13959225297250913
-0.08594068894615067,0.015153662201880094,-0.04833637422640111,-0.13959225297250913
-0.08594068894615067,0.015153662201880094,-0.04816060559285056,-0.13959225297250913
-0.08594068894615067,0.015153662201880094,-0.0482085424929098,-0.13959225297250913
-0.08594068894615067,0.015153662201880094,-0.048256479392969044,-0.13970410573931402
-0.08594068894615067,0.015153662201880094,-0.04860801666007014,-0.13954431607244988
-0.08594068894615067,0.015153662201880094,-0.048831722193679934,-0.13972008470600042
-0.08594068894615067,0.015153662201880094,-0.04859203769338373,-0.13972008470600042
-0.08594068894615067,0.015153662201880094,-0.04838431112646035,-0.13964018987256838
-0.08594068894615067,0.015153662201880094,-0.048719869426875034,-0.1395762740058227
-0.08594068894615067,0.015153662201880094,-0.048831722193679934,-0.13970410573931402
-0.08594068894615067,0.015153662201880094,-0.048815743226993516,-0.13964018987256838
-0.08594068894615067,0.015153662201880094,-0.04857605872669731,-0.1395762740058227
-0.08594068894615067,0.015153662201880094,-0.04841626905983318,-0.13970410573931402
-0.08594068894615067,0.015153662201880094,-0.048224521459596215,-0.13948040020570424
-0.08594068894615067,0.015153662201880094,-0.04840029009314677,-0.13962421090588195
-0.08594068894615067,0.015153662201880094,-0.04833637422640111,-0.13959225297250913
-0.08594068894615067,0.015153662201880094,-0.04859203769338373,-0.13965616883925477
-0.08594068894615067,0.015153662201880094,-0.04878378529362069,-0.13959225297250913
-0.08594068894615067,0.015153662201880094,-0.04878378529362069,-0.13975204263937327
-0.08594068894615067,0.015153662201880094,-0.04863997459344297,-0.13973606367268684
-0.08200365094704304,0.029846888045879136,-0.048240500426282626,-0.1395602950391363
-0.08200365094704304,0.029846888045879136,-0.047697215558944565,-0.1393206105388401
-0.08200365094704304,0.029846888045879136,-0.0475054679587076,-0.13869743083806996
-0.08200365094704304,0.029846888045879136,-0.04619519269042169,-0.13805827217061342
-0.08200365094704304,0.029846888045879136,-0.04499677018894067,-0.1370036603693101
-0.08200365094704304,0.029846888045879136,-0.04314321005331669,-0.13559751130090572
-0.08200365094704304,0.029846888045879136,-0.0413855237178112,-0.13470268916646658
-0.08200365094704304,0.029846888045879136,-0.03916444734839971,-0.13399961463226437
-0.08200365094704304,0.029846888045879136,-0.03647998094508223,-0.1334403507982399
-0.08200365094704304,0.029846888045879136,-0.03414705180886584,-0.13326458216468934
-0.08200365094704304,0.029846888045879136,-0.031750206805903805,-0.13337643493149423
-0.08200365094704304,0.029846888045879136,-0.02999252047039831,-0.13326458216468934
-0.08200365094704304,0.029846888045879136,-0.028314728968324883,-0.13318468733125727
-0.08200365094704304,0.029846888045879136,-0.026892600933234072,-0.13329654009806216
-0.08200365094704304,0.029846888045879136,-0.02585396809861719,-0.13324860319800294
-0.08200365094704304,0.029846888045879136,-0.025214809431160647,-0.13323262423131652
-0.08200365094704304,0.029846888045879136,-0.02479935629731389,-0.13336045596480783
-0.08200365094704304,0.029846888045879136,-0.024591629730390516,-0.1332006662979437
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.1332166452646301
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.13324860319800294
-0.08200365094704304,0.029846888045879136,-0.0245756507637041,-0.1333444769981214
-0.08200365094704304,0.029846888045879136,-0.02452771386364486,-0.13323262423131652
-0.08200365094704304,0.029846888045879136,-0.02465554559713617,-0.13329654009806216
-0.08200365094704304,0.029846888045879136,-0.024543692830331275,-0.13324860319800294
-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.13326458216468934
-0.08200365094704304,0.029846888045879136,-0.02455967179701769,-0.13323262423131652
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.13332849803143498
-0.08200365094704304,0.029846888045879136,-0.02460760869707693,-0.13332849803143498
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.13323262423131652
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.13313675043119802
-0.08200365094704304,0.029846888045879136,-0.0245756507637041,-0.13323262423131652
-0.08200365094704304,0.029846888045879136,-0.02465554559713617,-0.13336045596480783
-0.08200365094704304,0.029846888045879136,-0.0245756507637041,-0.13315272939788445
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.1332166452646301
-0.08200365094704304,0.029846888045879136,-0.024591629730390516,-0.13331251906474859
-0.08200365094704304,0.029846888045879136,-0.02460760869707693,-0.1333444769981214
-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.13337643493149423
-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.13315272939788445
-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.13315272939788445
-0.08200365094704304,0.029846888045879136,-0.024591629730390516,-0.1331047924978252
-0.08200365094704304,0.029846888045879136,-0.02460760869707693,-0.13326458216468934
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.1332006662979437
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.13318468733125727
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.1332166452646301
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.13324860319800294
-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.13329654009806216
-0.08200365094704304,0.029846888045879136,-0.024591629730390516,-0.13318468733125727
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.1332166452646301
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.13331251906474859
-0.08200365094704304,0.029846888045879136,-0.02460760869707693,-0.1332166452646301
-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.13323262423131652
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.13326458216468934
-0.08200365094704304,0.029846888045879136,-0.024543692830331275,-0.13331251906474859
-0.08200365094704304,0.029846888045879136,-0.024671524563822583,-0.1331047924978252
-0.08200365094704304,0.029846888045879136,-0.02455967179701769,-0.13313675043119802
-0.08200365094704304,0.029846888045879136,-0.024687503530508997,-0.13326458216468934
-0.08200365094704304,0.029846888045879136,-0.024591629730390516,-0.13326458216468934
-0.08200365094704304,0.029846888045879136,-0.024687503530508997,-0.13336045596480783
-0.08200365094704304,0.029846888045879136,-0.024591629730390516,-0.13336045596480783
-0.08200365094704304,0.029846888045879136,-0.024687503530508997,-0.13318468733125727
-0.08200365094704304,0.029846888045879136,-0.02455967179701769,-0.13326458216468934
-0.08200365094704304,0.029846888045879136,-0.024671524563822583,-0.13331251906474859
-0.08200365094704304,0.029846888045879136,-0.024591629730390516,-0.13332849803143498
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.13313675043119802
-0.08200365094704304,0.029846888045879136,-0.02460760869707693,-0.1332166452646301
-0.08200365094704304,0.029846888045879136,-0.02465554559713617,-0.13324860319800294
-0.08200365094704304,0.029846888045879136,-0.02455967179701769,-0.13326458216468934
-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.13332849803143498
-0.08200365094704304,0.029846888045879136,-0.024591629730390516,-0.13318468733125727
-0.08200365094704304,0.029846888045879136,-0.024591629730390516,-0.1332006662979437
-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.1332166452646301
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.13323262423131652
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.1333444769981214
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.13332849803143498
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.13331251906474859
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.1331047924978252
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.13323262423131652
-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.13332849803143498
-0.08200365094704304,0.029846888045879136,-0.02460760869707693,-0.13332849803143498
-0.08200365094704304,0.029846888045879136,-0.024671524563822583,-0.13326458216468934
-0.08200365094704304,0.029846888045879136,-0.024591629730390516,-0.13316870836457087
-0.08200365094704304,0.029846888045879136,-0.024671524563822583,-0.1333444769981214
-0.08200365094704304,0.029846888045879136,-0.02455967179701769,-0.13332849803143498
-0.08200365094704304,0.029846888045879136,-0.02465554559713617,-0.1331047924978252
-0.08200365094704304,0.029846888045879136,-0.024591629730390516,-0.13323262423131652
-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.13323262423131652
-0.08200365094704304,0.029846888045879136,-0.0245756507637041,-0.13328056113137576
-0.08200365094704304,0.029846888045879136,-0.024687503530508997,-0.1333444769981214
-0.08200365094704304,0.029846888045879136,-0.024703482497195412,-0.1333444769981214
-0.08200365094704304,0.029846888045879136,-0.02455967179701769,-0.13307283456445237
-0.08200365094704304,0.029846888045879136,-0.02460760869707693,-0.1332166452646301
-0.08200365094704304,0.029846888045879136,-0.02465554559713617,-0.13331251906474859
-0.08200365094704304,0.029846888045879136,-0.02460760869707693,-0.13326458216468934
-0.08200365094704304,0.029846888045879136,-0.0245756507637041,-0.13329654009806216
-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.13328056113137576
-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.13332849803143498
-0.08200365094704304,0.029846888045879136,-0.024591629730390516,-0.13337643493149423
-0.08200365094704304,0.029846888045879136,-0.024671524563822583,-0.13313675043119802
-0.08200365094704304,0.029846888045879136,-0.0245756507637041,-0.13324860319800294
-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.1333444769981214
-0.07557497350975907,0.043633231299858216,-0.024495755930272034,-0.13331251906474859
-0.07557497350975907,0.043633231299858216,-0.02420813452991659,-0.1329769607643339
-0.07557497350975907,0.043633231299858216,-0.02336124929553667,-0.13225790726344527
-0.07557497350975907,0.043633231299858216,-0.022242721627487718,-0.1312352533955148
-0.07557497350975907,0.043633231299858216,-0.020804614625710493,-0.13003683089403378
-0.07557497350975907,0.043633231299858216,-0.018935075523400104,-0.1282791445585283
-0.07557497350975907,0.043633231299858216,-0.017065536421089714,-0.1266333109898277
-0.07557497350975907,0.043633231299858216,-0.014077469650730373,-0.12541890952166027
-0.07557497350975907,0.043633231299858216,-0.011504856014217786,-0.12444419255378904
-0.07557497350975907,0.043633231299858216,-0.009587380011848154,-0.1238050338863325
-0.07557497350975907,0.043633231299858216,-0.00703074534202198,-0.12308598038544388
-0.07557497350975907,0.043633231299858216,-0.004969458639474626,-0.12284629588514769
-0.07557497350975907,0.043633231299858216,-0.003307646104087613,-0.12291021175189333
-0.07557497350975907,0.043633231299858216,-0.002029328769174526,-0.1229901065853254
-0.07557497350975907,0.043633231299858216,-0.0010705907679897106,-0.1227504220850292
-0.07557497350975907,0.043633231299858216,-0.00044741106721958053,-0.1227504220850292
-0.07557497350975907,0.043633231299858216,-0.0001438107001777223,-0.12278238001840203
-0.07557497350975907,0.043633231299858216,0.0001438107001777223,-0.12287825381852051
-0.07557497350975907,0.043633231299858216,0.00012783173349130872,-0.1228622748518341
-0.07557497350975907,0.043633231299858216,-1.597896668641359e-05,-0.12268650621828354
-0.07557497350975907,0.043633231299858216,-0.0001438107001777223,-0.12262259035153789
-0.07557497350975907,0.043633231299858216,-1.597896668641359e-05,-0.12273444311834279
-0.07557497350975907,0.043633231299858216,0.0001597896668641359,-0.12283031691846127
-0.07557497350975907,0.043633231299858216,0.0001438107001777223,-0.12294216968526617
-0.07557497350975907,0.043633231299858216,-9.587380011848154e-05,-0.12278238001840203
-0.07557497350975907,0.043633231299858216,-6.391586674565436e-05,-0.12257465345147865
-0.07557497350975907,0.043633231299858216,-0.00017576863355054948,-0.12265454828491072
-0.07557497350975907,0.043633231299858216,0.00012783173349130872,-0.12268650621828354
-0.07557497350975907,0.043633231299858216,0.0001438107001777223,-0.12283031691846127
-0.07557497350975907,0.043633231299858216,-0.0001438107001777223,-0.12292619071857976
-0.07557497350975907,0.043633231299858216,-0.0001597896668641359,-0.1228622748518341
-0.07557497350975907,0.043633231299858216,0.00011185276680489513,-0.12268650621828354
-0.07557497350975907,0.043633231299858216,0.0001438107001777223,-0.12265454828491072
-0.07557497350975907,0.043633231299858216,-0.00012783173349130872,-0.12262259035153789
-0.07557497350975907,0.043633231299858216,0.0,-0.12287825381852051
-0.07557497350975907,0.043633231299858216,-0.00017576863355054948,-0.12260661138485147
-0.07557497350975907,0.043633231299858216,-0.00019174760023696308,-0.1227504220850292
-0.07557497350975907,0.043633231299858216,-0.00017576863355054948,-0.12281433795177485
-0.07557497350975907,0.043633231299858216,0.0001438107001777223,-0.12297412761863899
-0.07557497350975907,0.043633231299858216,0.0001597896668641359,-0.12297412761863899
-0.07557497350975907,0.043633231299858216,0.0001597896668641359,-0.12292619071857976
-0.07557497350975907,0.043633231299858216,6.391586674565436e-05,-0.1229901065853254
-0.07557497350975907,0.043633231299858216,-0.0001438107001777223,-0.12305402245207106
-0.07557497350975907,0.043633231299858216,-0.0001438107001777223,-0.12276640105171562
-0.07557497350975907,0.043633231299858216,7.989483343206795e-05,-0.12262259035153789
-0.07557497350975907,0.043633231299858216,9.587380011848154e-05,-0.12297412761863899
-0.07557497350975907,0.043633231299858216,-0.00019174760023696308,-0.12289423278520692
-0.07557497350975907,0.043633231299858216,-0.0001438107001777223,-0.12295814865195258
