inclination_ref,orientation_ref,pitch_ref,yaw_ref,M7,M8
5,90,-0.08726646259971647,-5.343529704782749e-18,-0.07081878035418503,-0.1417973503752342
5,90,-0.08726646259971647,-5.343529704782749e-18,-0.07101052795442199,-0.1417973503752342
5,90,-0.08726646259971647,-5.343529704782749e-18,-0.0708986751876171,-0.1417973503752342
5,100,-0.08594068894615067,0.015153662201880094,-0.07081878035418503,-0.1417813714085478
5,100,-0.08594068894615067,0.015153662201880094,-0.07061105378726165,-0.14152570794156516
5,100,-0.08594068894615067,0.015153662201880094,-0.06986004235300021,-0.14119014964115048
5,100,-0.08594068894615067,0.015153662201880094,-0.06894924125187464,-0.1402953275067113
5,100,-0.08594068894615067,0.015153662201880094,-0.06787865048388493,-0.1399278112729238
5,100,-0.08594068894615067,0.015153662201880094,-0.06612096414837944,-0.13983193747280534
5,100,-0.08594068894615067,0.015153662201880094,-0.06415555124595057,-0.13976802160605967
5,100,-0.08594068894615067,0.015153662201880094,-0.06223807524358094,-0.13970410573931402
5,100,-0.08594068894615067,0.015153662201880094,-0.06011287267428793,-0.13965616883925477
5,100,-0.08594068894615067,0.015153662201880094,-0.058115501838486225,-0.13959225297250913
5,100,-0.08594068894615067,0.015153662201880094,-0.05562278303540571,-0.13959225297250913
5,100,-0.08594068894615067,0.015153662201880094,-0.05265069523173278,-0.13960823193919553
5,100,-0.08594068894615067,0.015153662201880094,-0.051564125497056655,-0.1396721478059412
5,100,-0.08594068894615067,0.015153662201880094,-0.05022189229539791,-0.1396881267726276
5,100,-0.08594068894615067,0.015153662201880094,-0.049406964994390824,-0.13972008470600042
5,100,-0.08594068894615067,0.015153662201880094,-0.04886368012705276,-0.1396721478059412
5,100,-0.08594068894615067,0.015153662201880094,-0.04860801666007014,-0.1396721478059412
5,100,-0.08594068894615067,0.015153662201880094,-0.04860801666007014,-0.1395762740058227
5,100,-0.08594068894615067,0.015153662201880094,-0.04854410079332449,-0.13970410573931402
5,100,-0.08594068894615067,0.015153662201880094,-0.04852812182663807,-0.13964018987256838
5,100,-0.08594068894615067,0.015153662201880094,-0.04846420595989242,-0.13960823193919553
5,100,-0.08594068894615067,0.015153662201880094,-0.04838431112646035,-0.13962421090588195
5,100,-0.08594068894615067,0.015153662201880094,-0.04846420595989242,-0.13959225297250913
5,100,-0.08594068894615067,0.015153662201880094,-0.04843224802651959,-0.13959225297250913
5,100,-0.08594068894615067,0.015153662201880094,-0.04849616389326525,-0.13954431607244988
5,100,-0.08594068894615067,0.015153662201880094,-0.04849616389326525,-0.13959225297250913
5,100,-0.08594068894615067,0.015153662201880094,-0.04854410079332449,-0.13965616883925477
5,100,-0.08594068894615067,0.015153662201880094,-0.04852812182663807,-0.13965616883925477
5,100,-0.08594068894615067,0.015153662201880094,-0.04852812182663807,-0.13962421090588195
5,100,-0.08594068894615067,0.015153662201880094,-0.04843224802651959,-0.13964018987256838
5,100,-0.08594068894615067,0.015153662201880094,-0.04854410079332449,-0.13964018987256838
5,100,-0.08594068894615067,0.015153662201880094,-0.04843224802651959,-0.13960823193919553
5,100,-0.08594068894615067,0.015153662201880094,-0.04854410079332449,-0.13962421090588195
5,100,-0.08594068894615067,0.015153662201880094,-0.04849616389326525,-0.13962421090588195
5,100,-0.08594068894615067,0.015153662201880094,-0.04849616389326525,-0.13970410573931402
5,100,-0.08594068894615067,0.015153662201880094,-0.04849616389326525,-0.13970410573931402
5,100,-0.08594068894615067,0.015153662201880094,-0.04851214285995166,-0.13970410573931402
5,100,-0.08594068894615067,0.015153662201880094,-0.04848018492657883,-0.13976802160605967
5,100,-0.08594068894615067,0.015153662201880094,-0.04851214285995166,-0.13964018987256838
5,100,-0.08594068894615067,0.015153662201880094,-0.04849616389326525,-0.13973606367268684
5,100,-0.08594068894615067,0.015153662201880094,-0.04849616389326525,-0.1395762740058227
5,100,-0.08594068894615067,0.015153662201880094,-0.04854410079332449,-0.13964018987256838
5,100,-0.08594068894615067,0.015153662201880094,-0.04844822699320601,-0.13964018987256838
5,100,-0.08594068894615067,0.015153662201880094,-0.04849616389326525,-0.1395602950391363
5,100,-0.08594068894615067,0.015153662201880094,-0.04849616389326525,-0.13965616883925477
5,100,-0.08594068894615067,0.015153662201880094,-0.04846420595989242,-0.1395602950391363
5,100,-0.08594068894615067,0.015153662201880094,-0.04844822699320601,-0.1396881267726276
5,100,-0.08594068894615067,0.015153662201880094,-0.04851214285995166,-0.13965616883925477
5,100,-0.08594068894615067,0.015153662201880094,-0.04851214285995166,-0.1395602950391363
5,100,-0.08594068894615067,0.015153662201880094,-0.04849616389326525,-0.1395762740058227
5,100,-0.08594068894615067,0.015153662201880094,-0.04848018492657883,-0.13964018987256838
5,100,-0.08594068894615067,0.015153662201880094,-0.04857605872669731,-0.13964018987256838
5,100,-0.08594068894615067,0.015153662201880094,-0.04841626905983318,-0.13965616883925477
5,100,-0.08594068894615067,0.015153662201880094,-0.0485600797600109,-0.1396881267726276
5,100,-0.08594068894615067,0.015153662201880094,-0.04846420595989242,-0.13975204263937327
5,100,-0.08594068894615067,0.015153662201880094,-0.04851214285995166,-0.13964018987256838
5,100,-0.08594068894615067,0.015153662201880094,-0.04851214285995166,-0.13965616883925477
5,100,-0.08594068894615067,0.015153662201880094,-0.04852812182663807,-0.13970410573931402
5,100,-0.08594068894615067,0.015153662201880094,-0.04844822699320601,-0.13970410573931402
5,100,-0.08594068894615067,0.015153662201880094,-0.04848018492657883,-0.13970410573931402
5,100,-0.08594068894615067,0.015153662201880094,-0.04848018492657883,-0.13965616883925477
5,100,-0.08594068894615067,0.015153662201880094,-0.04848018492657883,-0.13964018987256838
5,100,-0.08594068894615067,0.015153662201880094,-0.04841626905983318,-0.13962421090588195
5,100,-0.08594068894615067,0.015153662201880094,-0.04851214285995166,-0.1396721478059412
5,100,-0.08594068894615067,0.015153662201880094,-0.04843224802651959,-0.1395602950391363
5,100,-0.08594068894615067,0.015153662201880094,-0.0485600797600109,-0.13954431607244988
5,100,-0.08594068894615067,0.015153662201880094,-0.04841626905983318,-0.13964018987256838
5,100,-0.08594068894615067,0.015153662201880094,-0.04860801666007014,-0.13964018987256838
5,100,-0.08594068894615067,0.015153662201880094,-0.04859203769338373,-0.13962421090588195
5,100,-0.08594068894615067,0.015153662201880094,-0.04852812182663807,-0.13962421090588195
5,100,-0.08594068894615067,0.015153662201880094,-0.04844822699320601,-0.13972008470600042
5,100,-0.08594068894615067,0.015153662201880094,-0.04862399562675655,-0.13962421090588195
5,100,-0.08594068894615067,0.015153662201880094,-0.04843224802651959,-0.13965616883925477
5,100,-0.08594068894615067,0.015153662201880094,-0.04849616389326525,-0.1396881267726276
5,100,-0.08594068894615067,0.015153662201880094,-0.04844822699320601,-0.13965616883925477
5,100,-0.08594068894615067,0.015153662201880094,-0.0485600797600109,-0.1396721478059412
5,100,-0.08594068894615067,0.015153662201880094,-0.04846420595989242,-0.13959225297250913
5,100,-0.08594068894615067,0.015153662201880094,-0.04851214285995166,-0.13964018987256838
5,100,-0.08594068894615067,0.015153662201880094,-0.04849616389326525,-0.13970410573931402
5,100,-0.08594068894615067,0.015153662201880094,-0.04844822699320601,-0.13959225297250913
5,100,-0.08594068894615067,0.015153662201880094,-0.04857605872669731,-0.13959225297250913
5,100,-0.08594068894615067,0.015153662201880094,-0.04848018492657883,-0.13964018987256838
5,100,-0.08594068894615067,0.015153662201880094,-0.04852812182663807,-0.13964018987256838
5,100,-0.08594068894615067,0.015153662201880094,-0.04849616389326525,-0.13965616883925477
5,100,-0.08594068894615067,0.015153662201880094,-0.04848018492657883,-0.13965616883925477
5,100,-0.08594068894615067,0.015153662201880094,-0.04848018492657883,-0.13965616883925477
5,100,-0.08594068894615067,0.015153662201880094,-0.04852812182663807,-0.13965616883925477
5,100,-0.08594068894615067,0.015153662201880094,-0.04851214285995166,-0.13970410573931402
5,100,-0.08594068894615067,0.015153662201880094,-0.04852812182663807,-0.13960823193919553
5,100,-0.08594068894615067,0.015153662201880094,-0.04851214285995166,-0.1396881267726276
5,100,-0.08594068894615067,0.015153662201880094,-0.04844822699320601,-0.13965616883925477
5,100,-0.08594068894615067,0.015153662201880094,-0.04851214285995166,-0.13962421090588195
5,100,-0.08594068894615067,0.015153662201880094,-0.04849616389326525,-0.13962421090588195
5,100,-0.08594068894615067,0.015153662201880094,-0.04849616389326525,-0.13960823193919553
5,100,-0.08594068894615067,0.015153662201880094,-0.04844822699320601,-0.13965616883925477
5,100,-0.08594068894615067,0.015153662201880094,-0.04846420595989242,-0.1395762740058227
5,100,-0.08594068894615067,0.015153662201880094,-0.04848018492657883,-0.13959225297250913
5,100,-0.08594068894615067,0.015153662201880094,-0.04843224802651959,-0.13965616883925477
5,100,-0.08594068894615067,0.015153662201880094,-0.04852812182663807,-0.1396881267726276
5,100,-0.08594068894615067,0.015153662201880094,-0.04844822699320601,-0.13959225297250913
5,110,-0.08200365094704304,0.029846888045879136,-0.04849616389326525,-0.13964018987256838
5,110,-0.08200365094704304,0.029846888045879136,-0.04801679489267284,-0.13925669467209445
5,110,-0.08200365094704304,0.029846888045879136,-0.0472657834584114,-0.1386015570379515
5,110,-0.08200365094704304,0.029846888045879136,-0.04601942405687114,-0.13748302936990253
5,110,-0.08200365094704304,0.029846888045879136,-0.044485443254975436,-0.13570936406771061
5,110,-0.08200365094704304,0.029846888045879136,-0.04240817758574167,-0.13479856296658504
5,110,-0.08200365094704304,0.029846888045879136,-0.040474722616685624,-0.13409548843238284
5,110,-0.08200365094704304,0.029846888045879136,-0.03748665584632628,-0.1334563297649263
5,110,-0.08200365094704304,0.029846888045879136,-0.03464239977614467,-0.13331251906474859
5,110,-0.08200365094704304,0.029846888045879136,-0.032772860673834274,-0.13328056113137576
5,110,-0.08200365094704304,0.029846888045879136,-0.03093527950489671,-0.1332166452646301
5,110,-0.08200365094704304,0.029846888045879136,-0.02901780350252708,-0.13329654009806216
5,110,-0.08200365094704304,0.029846888045879136,-0.02804308653465585,-0.13329654009806216
5,110,-0.08200365094704304,0.029846888045879136,-0.026716832299683524,-0.13329654009806216
5,110,-0.08200365094704304,0.029846888045879136,-0.026013757765481326,-0.13331251906474859
5,110,-0.08200365094704304,0.029846888045879136,-0.024943166997491613,-0.13331251906474859
5,110,-0.08200365094704304,0.029846888045879136,-0.02455967179701769,-0.13318468733125727
5,110,-0.08200365094704304,0.029846888045879136,-0.024447819030212793,-0.13312077146451162
5,110,-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.13326458216468934
5,110,-0.08200365094704304,0.029846888045879136,-0.0245756507637041,-0.13305685559776598
5,110,-0.08200365094704304,0.029846888045879136,-0.02455967179701769,-0.13313675043119802
5,110,-0.08200365094704304,0.029846888045879136,-0.024543692830331275,-0.13329654009806216
5,110,-0.08200365094704304,0.029846888045879136,-0.02451173489695845,-0.13329654009806216
5,110,-0.08200365094704304,0.029846888045879136,-0.024591629730390516,-0.1332006662979437
5,110,-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.13331251906474859
5,110,-0.08200365094704304,0.029846888045879136,-0.0245756507637041,-0.13336045596480783
5,110,-0.08200365094704304,0.029846888045879136,-0.0245756507637041,-0.13316870836457087
5,110,-0.08200365094704304,0.029846888045879136,-0.024735440430568238,-0.1332166452646301
5,110,-0.08200365094704304,0.029846888045879136,-0.024815335264000305,-0.13328056113137576
5,110,-0.08200365094704304,0.029846888045879136,-0.02451173489695845,-0.1333444769981214
5,110,-0.08200365094704304,0.029846888045879136,-0.02455967179701769,-0.13312077146451162
5,110,-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.13316870836457087
5,110,-0.08200365094704304,0.029846888045879136,-0.024671524563822583,-0.13332849803143498
5,110,-0.08200365094704304,0.029846888045879136,-0.024543692830331275,-0.13324860319800294
5,110,-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.1332166452646301
5,110,-0.08200365094704304,0.029846888045879136,-0.0245756507637041,-0.1333444769981214
5,110,-0.08200365094704304,0.029846888045879136,-0.024767398363941064,-0.13332849803143498
5,110,-0.08200365094704304,0.029846888045879136,-0.024703482497195412,-0.13316870836457087
5,110,-0.08200365094704304,0.029846888045879136,-0.024591629730390516,-0.13324860319800294
5,110,-0.08200365094704304,0.029846888045879136,-0.024447819030212793,-0.1332166452646301
5,110,-0.08200365094704304,0.029846888045879136,-0.0245756507637041,-0.13324860319800294
5,110,-0.08200365094704304,0.029846888045879136,-0.024591629730390516,-0.13324860319800294
5,110,-0.08200365094704304,0.029846888045879136,-0.02455967179701769,-0.13324860319800294
5,110,-0.08200365094704304,0.029846888045879136,-0.024543692830331275,-0.13329654009806216
5,110,-0.08200365094704304,0.029846888045879136,-0.02455967179701769,-0.13324860319800294
5,110,-0.08200365094704304,0.029846888045879136,-0.02452771386364486,-0.13329654009806216
5,110,-0.08200365094704304,0.029846888045879136,-0.02460760869707693,-0.13323262423131652
5,110,-0.08200365094704304,0.029846888045879136,-0.024767398363941064,-0.1332166452646301
5,110,-0.08200365094704304,0.029846888045879136,-0.024671524563822583,-0.13326458216468934
5,110,-0.08200365094704304,0.029846888045879136,-0.02478337733062748,-0.13316870836457087
5,110,-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.13316870836457087
5,110,-0.08200365094704304,0.029846888045879136,-0.024671524563822583,-0.13315272939788445
5,110,-0.08200365094704304,0.029846888045879136,-0.024543692830331275,-0.1333444769981214
5,110,-0.08200365094704304,0.029846888045879136,-0.024671524563822583,-0.13318468733125727
5,110,-0.08200365094704304,0.029846888045879136,-0.02460760869707693,-0.1332166452646301
5,110,-0.08200365094704304,0.029846888045879136,-0.02465554559713617,-0.13337643493149423
5,110,-0.08200365094704304,0.029846888045879136,-0.024591629730390516,-0.13324860319800294
5,110,-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.1332006662979437
5,110,-0.08200365094704304,0.029846888045879136,-0.0245756507637041,-0.13323262423131652
5,110,-0.08200365094704304,0.029846888045879136,-0.02460760869707693,-0.13329654009806216
5,110,-0.08200365094704304,0.029846888045879136,-0.02452771386364486,-0.13331251906474859
5,110,-0.08200365094704304,0.029846888045879136,-0.02455967179701769,-0.13331251906474859
5,110,-0.08200365094704304,0.029846888045879136,-0.02460760869707693,-0.13316870836457087
5,110,-0.08200365094704304,0.029846888045879136,-0.02465554559713617,-0.1332006662979437
5,110,-0.08200365094704304,0.029846888045879136,-0.024703482497195412,-0.13323262423131652
5,110,-0.08200365094704304,0.029846888045879136,-0.02465554559713617,-0.13336045596480783
5,110,-0.08200365094704304,0.029846888045879136,-0.02465554559713617,-0.1332006662979437
5,110,-0.08200365094704304,0.029846888045879136,-0.02465554559713617,-0.13316870836457087
5,110,-0.08200365094704304,0.029846888045879136,-0.02451173489695845,-0.13331251906474859
5,110,-0.08200365094704304,0.029846888045879136,-0.024447819030212793,-0.13332849803143498
5,110,-0.08200365094704304,0.029846888045879136,-0.024543692830331275,-0.13318468733125727
5,110,-0.08200365094704304,0.029846888045879136,-0.02475141939725465,-0.13318468733125727
5,110,-0.08200365094704304,0.029846888045879136,-0.024815335264000305,-0.1333444769981214
5,110,-0.08200365094704304,0.029846888045879136,-0.024703482497195412,-0.13323262423131652
5,110,-0.08200365094704304,0.029846888045879136,-0.02460760869707693,-0.13323262423131652
5,110,-0.08200365094704304,0.029846888045879136,-0.02455967179701769,-0.13323262423131652
5,110,-0.08200365094704304,0.029846888045879136,-0.02451173489695845,-0.13332849803143498
5,110,-0.08200365094704304,0.029846888045879136,-0.0245756507637041,-0.13318468733125727
5,110,-0.08200365094704304,0.029846888045879136,-0.02465554559713617,-0.13313675043119802
5,110,-0.08200365094704304,0.029846888045879136,-0.02455967179701769,-0.13332849803143498
5,110,-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.13326458216468934
5,110,-0.08200365094704304,0.029846888045879136,-0.02460760869707693,-0.1331047924978252
5,110,-0.08200365094704304,0.029846888045879136,-0.02465554559713617,-0.1333444769981214
5,110,-0.08200365094704304,0.029846888045879136,-0.02465554559713617,-0.13329654009806216
5,110,-0.08200365094704304,0.029846888045879136,-0.024591629730390516,-0.1332006662979437
5,110,-0.08200365094704304,0.029846888045879136,-0.024687503530508997,-0.13315272939788445
5,110,-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.13328056113137576
5,110,-0.08200365094704304,0.029846888045879136,-0.02465554559713617,-0.1333444769981214
5,110,-0.08200365094704304,0.029846888045879136,-0.02465554559713617,-0.13316870836457087
5,110,-0.08200365094704304,0.029846888045879136,-0.024687503530508997,-0.13332849803143498
5,110,-0.08200365094704304,0.029846888045879136,-0.024687503530508997,-0.13323262423131652
5,110,-0.08200365094704304,0.029846888045879136,-0.02455967179701769,-0.1332166452646301
5,110,-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.13332849803143498
5,110,-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.13326458216468934
5,110,-0.08200365094704304,0.029846888045879136,-0.024623587663763342,-0.1332166452646301
5,110,-0.08200365094704304,0.029846888045879136,-0.02452771386364486,-0.13329654009806216
5,110,-0.08200365094704304,0.029846888045879136,-0.024543692830331275,-0.13316870836457087
5,110,-0.08200365094704304,0.029846888045879136,-0.024639566630449757,-0.13329654009806216
5,110,-0.08200365094704304,0.029846888045879136,-0.02451173489695845,-0.1332006662979437
5,110,-0.08200365094704304,0.029846888045879136,-0.0245756507637041,-0.13324860319800294
5,120,-0.07557497350975907,0.043633231299858216,-0.02447977696358562,-0.13328056113137576
5,120,-0.07557497350975907,0.043633231299858216,-0.024240092463289415,-0.13294500283096108
5,120,-0.07557497350975907,0.043633231299858216,-0.023521038962400806,-0.1325295496971143
5,120,-0.07557497350975907,0.043633231299858216,-0.022722090628080126,-0.1316986434294208
5,120,-0.07557497350975907,0.043633231299858216,-0.02153964709328552,-0.13032445229438924
5,120,-0.07557497350975907,0.043633231299858216,-0.01989381352458492,-0.12903015599278975
5,120,-0.07557497350975907,0.043633231299858216,-0.01784850578872398,-0.1275760700243261
5,120,-0.07557497350975907,0.043633231299858216,-0.015467639752448355,-0.12586632058887984
5,120,-0.07557497350975907,0.043633231299858216,-0.013198626482977625,-0.12490758258769503
5,120,-0.07557497350975907,0.043633231299858216,-0.010338391446109593,-0.1239328656198238
5,120,-0.07557497350975907,0.043633231299858216,-0.00782969367634266,-0.1233256648857401
5,120,-0.07557497350975907,0.043633231299858216,-0.005720470073736065,-0.12292619071857976
5,120,-0.07557497350975907,0.043633231299858216,-0.0035952675044430577,-0.12295814865195258
5,120,-0.07557497350975907,0.043633231299858216,-0.001757686335505495,-0.1229901065853254
5,120,-0.07557497350975907,0.043633231299858216,-0.0008788431677527475,-0.12302206451869824
