time,inclination_ref,orientation_ref,pitch_ref_rad,yaw_ref_rad,pitch_ref_deg,yaw_ref_deg,M7,M8
36:31.723756,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,1.8089468606355097,0.0010226538679304698
36:31.737799,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,1.975511609374685,0.0010226538679304698
36:31.745268,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,2.0702509028584313,0.0011185276680489512
36:31.760740,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,2.270179734038838,0.001054611801303297
36:31.771010,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,2.3923549133231563,-0.007845672643029072
36:31.829208,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.1064868924723523,-0.05360943323291759
36:31.884866,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.7367772334179366,-0.06199839074328473
36:31.894062,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.8123098089446135,-0.0939563241161119
36:31.932954,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.9871676413940373,-0.10830543620051132
36:31.942611,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.987583094527884,-0.12305402245207106
36:31.989019,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.989276864996644,-0.17797373095327457
36:32.002066,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.990539203364871,-0.20237361308342813
36:32.021860,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.9924087424671812,-0.21344703699711273
36:32.031806,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.992568532134045,-0.2280837704818676
36:32.068842,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.9940066391358227,-0.3054539271774822
36:32.088694,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.9946937347033384,-0.32363799126662085
36:32.097829,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.9950133140370667,-0.3447302272926868
36:32.110086,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.9951411457705577,-0.358568012443121
36:32.119799,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.9953968092375405,-0.3755057171307194
36:32.128832,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.9955885568377774,-0.38688274141144585
36:32.135879,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.995796283404701,-0.404699289266797
36:32.146536,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.996259673438607,-0.4558958985300661
36:32.182670,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.996723063472513,-0.4651157623081268
36:32.190909,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.9968349162393175,-0.4802798016935333
36:32.212488,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.9972184114397917,-0.5045997889902548
36:32.222792,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.997426138006715,-0.51500209630311
36:32.231433,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.9975539697402063,-0.5258997515832441
36:32.240550,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.9976338645736385,-0.5334897607592906
36:32.248152,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.997729738373757,-0.5416709917027343
36:32.258006,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.9978735490739346,-0.5540067539846456
36:32.279180,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.998241065307722,-0.5705609634717701
36:32.289879,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.9984168339412727,-0.5776875826139105
36:32.299108,23,95,0.3998981818700721,0.034986557478259524,22.912478056110146,2.004582083196139,3.998512707741391,-0.5847183279559325
