time,inclination_ref,orientation_ref,pitch_ref_rad,yaw_ref_rad,pitch_ref_deg,yaw_ref_deg,M7,M8
27:43.157642,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,0.7300470299688641,0.0032597092040283723
27:43.170695,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,0.7938031070476543,0.0033715619708332674
27:43.181181,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,0.8516789243858444,0.0026205505365718288
27:43.191870,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,0.9063110114866925,-0.0011025487013625378
27:43.210287,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,0.9872125198200045,-0.0039947416716033975
27:43.223297,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,1.053956663669154,-0.007749798842910592
27:43.233886,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,1.1084928769698836,-0.02706836956678462
27:43.288843,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,1.343447603126909,-0.040970070583964444
27:43.298179,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,1.377754444602639,-0.08489625000491541
27:43.352991,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,1.606589226518768,-0.09924536208931481
27:43.385081,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,1.7351080555775926,-0.12620187888929454
27:43.422828,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,1.8829294763936046,-0.15595471485939663
27:43.445613,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,1.953141056013706,-0.1663570221722519
27:43.456894,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,1.9857381480539897,-0.18594723532979496
27:43.500183,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.1386568592429676,-0.18826418549932492
27:43.508096,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.165437607409397,-0.19184347403708157
27:43.517839,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.195957433780447,-0.19515112014116917
27:43.555993,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.3166305901962425,-0.19666912197637848
27:43.565278,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.3483967759688325,-0.19679695370986977
27:43.581138,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.3860272425153366,-0.1963655216093366
27:43.617161,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.4883245872417565,-0.1963655216093366
27:43.624191,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.4983913362541967,-0.1963655216093366
27:43.631195,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.5141306184403143,-0.19674901680981052
27:43.639706,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.5466318366804797,-0.19631758470927738
27:43.646154,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.567676135806486,-0.1969407644100475
27:43.655266,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.5930667138711976,-0.19638150057602302
27:43.666054,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.6191443875034244,-0.1967010799097513
27:43.680849,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.650111624941694,-0.19662118507631923
27:43.692061,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.6833638546161205,-0.1969407644100475
27:43.702353,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.705798323843845,-0.19657324817625998
27:43.719671,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.7419427464885127,-0.19652531127620074
27:43.728502,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.75411871910356,-0.1965892271429464
27:43.736576,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.76525605888399,-0.1970526171768524
27:43.750341,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.809869333872457,-0.19617377400909966
27:43.778057,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.8622643656372073,-0.1962376898758453
27:43.785281,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.873305831617519,-0.19655726920957356
27:43.839050,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.976769640912047,-0.1957742998419393
27:43.852743,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.992844481398579,-0.19662118507631923
27:43.863456,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.0044931481129744,-0.19587017364205778
27:43.911628,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.0757273816010064,-0.1959820264088627
27:43.920146,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.092713023188664,-0.196109858142354
27:43.928989,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.1028436880678503,-0.19663716404300563
27:43.936415,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.110178033776914,-0.1969407644100475
27:43.944874,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.1176561901861555,-0.1971804489103437
27:43.952203,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.124479208961254,-0.1962536688425317
27:43.994493,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.148032205857028,-0.1963655216093366
27:44.043848,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.2152397397400834,-0.19665314300969206
27:44.055271,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.222574085449147,-0.1970526171768524
27:44.063178,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.2262971846870814,-0.19703663821016598
27:44.152382,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.2514480782514967,-0.19668510094306488
27:44.241171,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.254627892622093,-0.19665314300969206
27:44.255513,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.254244397421619,-0.19665314300969206
27:44.268278,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.2537650284210264,-0.1967170588764377
27:44.287186,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.252854227319901,-0.1967170588764377
27:44.297775,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.252039300018894,-0.1967170588764377
27:44.336103,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.248060537313977,-0.19673303784312413
27:44.353029,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.2452003022771088,-0.19668510094306488
27:44.369777,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.2415890558059792,-0.19678097474318337
27:44.384156,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.2367154709666233,-0.1967010799097513
27:44.431148,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.205876065261845,-0.19663716404300563
27:44.447302,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.187532211505842,-0.19662118507631923
27:44.460969,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.1720805507200804,-0.19639747954270945
27:44.523334,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.0878394383493077,-0.19650933230951434
27:44.535022,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.069687332193542,-0.19674901680981052
27:44.546838,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.052078510905114,-0.19689282750998827
27:44.556456,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,3.0341660892496445,-0.19686086957661544
27:44.644178,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.8544027140274917,-0.19697272234342034
27:44.659620,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.8056349077005573,-0.19657324817625998
27:44.693651,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.7543424246371697,-0.19673303784312413
27:44.706970,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.717351116758122,-0.1966052061096328
27:44.717304,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.697856777400698,-0.1968129326765562
27:44.726679,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.6745594439719067,-0.19684489060992902
27:44.735004,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.655113041514541,-0.19662118507631923
27:44.744490,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.627213765680063,-0.1968129326765562
27:44.753697,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.6003850806135747,-0.1966052061096328
27:44.761210,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.5839107659598826,-0.19668510094306488
27:44.767927,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.5624350347333427,-0.1969247854433611
27:44.776768,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.5418541256412417,-0.19657324817625998
27:44.784668,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.5180774232118583,-0.19700468027679316
27:44.791715,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.494732152883008,-0.19702065924347956
27:44.800248,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.4704760814530324,-0.1968289116432426
27:44.806377,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.453043028798155,-0.1966052061096328
27:44.814249,7,98,0.1209840679383416,0.01700320189374535,6.931876481190992,0.9742117067204574,2.4311518444377684,-0.19663716404300563
